fid,pe_ubigeo,IDCCPP02,NOMBPV02,NOMBDI02,CODCCPP02,NOMCCPP02,CLASIF02,TOT_POB99,TOT_VIV99,CATCCPP02,NOMCAT02,X_COORD,Y_COORD
1,100105,1001050067,HUANUCO,MARGOS,67,RACCHAPAMPA,RURAL,227,45,5,CASERIO,-76.56193,-10.04941
2,100105,1001050069,HUANUCO,MARGOS,69,UCHUSH,RURAL,227,45,6,ANEXO,-76.5266,-10.04665
3,100105,1001050045,HUANUCO,MARGOS,45,HUILCAHUARI,RURAL,152,30,5,CASERIO,-76.55051,-10.02132
4,100105,1001050046,HUANUCO,MARGOS,46,CULCUSH,RURAL,77,15,6,ANEXO,-76.53383,-10.02864
5,100105,1001050037,HUANUCO,MARGOS,37,TOCANA,RURAL,97,20,5,CASERIO,-76.57802,-10.00962
6,100701,1007010004,MARAÑON,HUACRACHUCO,4,PARACAY,RURAL,350,80,6,ANEXO,-77.19547,-8.50265
7,101006,1010060040,LAURICOCHA,SAN FRANCISCO DE ASIS,40,PARIESH,RURAL,250,52,5,CASERIO,-76.66918,-10.01624
8,101005,1010050114,LAURICOCHA,RONDOS,114,ICHIMARCAN,RURAL,90,15,8,UNID.AGROPECUARIA,-76.72198,-10.0246
9,101005,1010050106,LAURICOCHA,RONDOS,106,HUACARCOCHA,RURAL,600,80,15,OTROS,-76.72852,-10.01686
10,101005,1010050109,LAURICOCHA,RONDOS,109,SAN PEDRO,RURAL,400,56,5,CASERIO,-76.70215,-10.01608
11,101005,1010050100,LAURICOCHA,RONDOS,100,PUMAHUAYIN,RURAL,80,12,8,UNID.AGROPECUARIA,-76.7295,-10.01189
12,101005,1010050097,LAURICOCHA,RONDOS,97,HUAYCHOS,RURAL,80,13,8,UNID.AGROPECUARIA,-76.7039,-10.00855
13,101005,1010050099,LAURICOCHA,RONDOS,99,GOYORPAMPA,RURAL,50,8,8,UNID.AGROPECUARIA,-76.70662,-10.01258
14,101003,1010030059,LAURICOCHA,JIVIA,59,YACUMALI,RURAL,125,25,5,CASERIO,-76.64086,-10.04517
15,101003,1010030060,LAURICOCHA,JIVIA,60,MACAS,RURAL,165,33,5,CASERIO,-76.62377,-10.03964
16,101003,1010030052,LAURICOCHA,JIVIA,52,PACAL,RURAL,55,11,15,OTROS,-76.67126,-10.04282
17,101003,1010030053,LAURICOCHA,JIVIA,53,QUINCHAS,RURAL,103,20,15,OTROS,-76.65614,-10.039
18,101003,1010030032,LAURICOCHA,JIVIA,32,HUAMPON,RURAL,56,10,5,CASERIO,-76.69778,-10.03834
19,101003,1010030026,LAURICOCHA,JIVIA,26,SHUQUIL,RURAL,122,24,5,CASERIO,-76.66176,-10.03149
20,101003,1010030015,LAURICOCHA,JIVIA,15,LAGOPAMPA,RURAL,132,26,5,CASERIO,-76.69041,-10.01903
21,101003,1010030012,LAURICOCHA,JIVIA,12,QUILLAPAMPA,RURAL,240,48,5,CASERIO,-76.68693,-10.00473
22,101005,1010050116,LAURICOCHA,RONDOS,116,PILCOCANCHA,URBANO,642,113,4,PUEBLO,-76.7128,-10.0334
23,100105,1001050001,HUANUCO,MARGOS,1,MARGOS,URBANO,2845,518,4,PUEBLO,-76.52468,-10.00556
24,101002,1010020016,LAURICOCHA,BAÐOS,16,CALIENTE,RURAL,80,20,15,OTROS,-76.72095,-10.0501
25,101002,1010020015,LAURICOCHA,BAÐOS,15,PORVENIR,RURAL,110,35,5,CASERIO,-76.72379,-10.04654
26,101003,1010030001,LAURICOCHA,JIVIA,1,JIVIA,URBANO,896,155,1,CIUDAD,-76.68191,-10.02531
27,100105,1001050101,HUANUCO,MARGOS,101,MESAPATA,RURAL,152,30,5,CASERIO,-76.55157,-10.1044
28,100105,1001050094,HUANUCO,MARGOS,94,PUCAHUANCAY,RURAL,178,40,5,CASERIO,-76.57723,-10.08614
29,100105,1001050086,HUANUCO,MARGOS,86,PARIACANCHA,RURAL,127,25,6,ANEXO,-76.53436,-10.07432
30,100105,1001050081,HUANUCO,MARGOS,81,CONTADERA,RURAL,177,35,5,CASERIO,-76.54508,-10.06489
31,100105,1001050066,HUANUCO,MARGOS,66,RANRAHUAYI,RURAL,53,10,6,ANEXO,-76.57129,-10.05094
32,100105,1001050071,HUANUCO,MARGOS,71,BATAN GRANDE,RURAL,64,13,6,ANEXO,-76.52434,-10.05129
33,101007,1010070166,LAURICOCHA,SAN MIGUEL DE CAURI,166,LAURICOCHA,RURAL,100,50,5,CASERIO,-76.65533,-10.32056
34,101007,1010070143,LAURICOCHA,SAN MIGUEL DE CAURI,143,SANTA ROSA DE SHIQUI,RURAL,70,20,5,CASERIO,-76.54775,-10.32339
35,101007,1010070117,LAURICOCHA,SAN MIGUEL DE CAURI,117,PACAYCANCHA,RURAL,102,16,6,ANEXO,-76.68602,-10.2848
36,101007,1010070084,LAURICOCHA,SAN MIGUEL DE CAURI,84,GAUGUISH,RURAL,72,12,6,ANEXO,-76.71537,-10.23709
37,101007,1010070090,LAURICOCHA,SAN MIGUEL DE CAURI,90,PUQUIO,RURAL,80,25,5,CASERIO,-76.61773,-10.24409
38,101007,1010070030,LAURICOCHA,SAN MIGUEL DE CAURI,30,PARASHAPATA,RURAL,60,14,6,ANEXO,-76.62152,-10.16483
39,101007,1010070011,LAURICOCHA,SAN MIGUEL DE CAURI,11,QUINUASH,RURAL,150,30,5,CASERIO,-76.54787,-10.11283
40,101007,1010070002,LAURICOCHA,SAN MIGUEL DE CAURI,2,RAURA,RURAL,405,80,5,CASERIO,-76.75173,-10.45074
41,101004,1010040015,LAURICOCHA,QUEROPALCA,15,MACHAYCANCHA,RURAL,180,35,5,CASERIO,-76.83464,-10.1617
42,101004,1010040011,LAURICOCHA,QUEROPALCA,11,HUAMANMARCA,RURAL,90,22,5,CASERIO,-76.78848,-10.17201
43,101003,1010030051,LAURICOCHA,JIVIA,51,JOVEN CARAN,RURAL,76,15,15,OTROS,-76.67203,-10.06619
44,101002,1010020088,LAURICOCHA,BAÐOS,88,SANTA MARIA,RURAL,103,21,15,OTROS,-76.74724,-10.18274
45,101002,1010020089,LAURICOCHA,BAÐOS,89,TOLDORUME,RURAL,57,12,15,OTROS,-76.75711,-10.18774
46,101002,1010020084,LAURICOCHA,BAÐOS,84,SANTA ROSA,RURAL,323,63,15,OTROS,-76.73871,-10.16527
47,101002,1010020077,LAURICOCHA,BAÐOS,77,JOSE OLAYA,RURAL,150,48,5,CASERIO,-76.8005,-10.14586
48,101002,1010020074,LAURICOCHA,BAÐOS,74,HUARIRRAGRA,RURAL,190,45,5,CASERIO,-76.81567,-10.13642
49,101002,1010020067,LAURICOCHA,BAÐOS,67,SAN JUAN DE AGOJIRCA,RURAL,215,40,5,CASERIO,-76.72987,-10.11612
50,101002,1010020071,LAURICOCHA,BAÐOS,71,CONDORCANCHA,RURAL,420,50,5,CASERIO,-76.72745,-10.13465
51,101002,1010020037,LAURICOCHA,BAÐOS,37,SOL NACIENTE DE PAMPACANCHA,RURAL,125,30,5,CASERIO,-76.75729,-10.07478
52,101002,1010020020,LAURICOCHA,BAÐOS,20,YURAC YURAC,RURAL,236,47,15,OTROS,-76.74818,-10.06157
53,101002,1010020022,LAURICOCHA,BAÐOS,22,RIO BLANCO,RURAL,540,70,5,CASERIO,-76.77731,-10.06626
54,101002,1010020011,LAURICOCHA,BAÐOS,11,SAN LUIS DE UCRUPAMPA,RURAL,480,60,5,CASERIO,-76.76468,-10.05528
55,101002,1010020046,LAURICOCHA,BAÐOS,46,CHONTA,RURAL,338,68,5,CASERIO,-76.84837,-10.10241
56,101007,1010070001,LAURICOCHA,SAN MIGUEL DE CAURI,1,CAURI,URBANO,2125,318,4,PUEBLO,-76.62701,-10.14225
57,101004,1010040001,LAURICOCHA,QUEROPALCA,1,QUEROPALCA,URBANO,455,97,4,PUEBLO,-76.80685,-10.18303
58,101002,1010020001,LAURICOCHA,BAÐOS,1,BAÑOS,URBANO,2022,317,1,CIUDAD,-76.73823,-10.07776
59,101001,1010010160,LAURICOCHA,JESUS,160,TUPAC AMARU,RURAL,250,50,5,CASERIO,-76.79152,-10.30595
60,101001,1010010112,LAURICOCHA,JESUS,112,CHACUAS GRANDE,RURAL,60,10,8,UNID.AGROPECUARIA,-76.76309,-10.21358
61,101001,1010010106,LAURICOCHA,JESUS,106,QUISHUARCANCHA,RURAL,200,40,5,CASERIO,-76.80421,-10.19715
62,101001,1010010102,LAURICOCHA,JESUS,102,SAN JUAN DE NUPE,RURAL,300,50,4,PUEBLO,-76.76585,-10.20526
63,101001,1010010088,LAURICOCHA,JESUS,88,CHIPAPATA,RURAL,80,10,8,UNID.AGROPECUARIA,-76.74429,-10.18002
64,101001,1010010086,LAURICOCHA,JESUS,86,CONCEPCION,RURAL,140,20,4,PUEBLO,-76.74364,-10.17327
65,101001,1010010087,LAURICOCHA,JESUS,87,JIRCANCANCHA,RURAL,170,30,8,UNID.AGROPECUARIA,-76.73751,-10.17701
66,101001,1010010075,LAURICOCHA,JESUS,75,GANGASH I,RURAL,50,7,8,UNID.AGROPECUARIA,-76.71873,-10.1667
67,101001,1010010072,LAURICOCHA,JESUS,72,CUARTELPAMPA,RURAL,130,20,5,CASERIO,-76.66386,-10.16029
68,101001,1010010063,LAURICOCHA,JESUS,63,PARACSHA,RURAL,600,90,4,PUEBLO,-76.70445,-10.12869
69,101001,1010010057,LAURICOCHA,JESUS,57,CORIAN,RURAL,200,25,5,CASERIO,-76.62555,-10.11793
70,101001,1010010045,LAURICOCHA,JESUS,45,TUMARANGRA,RURAL,60,10,8,UNID.AGROPECUARIA,-76.7122,-10.11344
71,101001,1010010041,LAURICOCHA,JESUS,41,COCHAPAMPA,RURAL,65,10,8,UNID.AGROPECUARIA,-76.68566,-10.09951
72,101001,1010010008,LAURICOCHA,JESUS,8,TAMBO PATA,RURAL,90,15,8,UNID.AGROPECUARIA,-76.65668,-10.07815
73,101001,1010010003,LAURICOCHA,JESUS,3,CARAN,RURAL,200,30,5,CASERIO,-76.71663,-10.07665
74,101001,1010010001,LAURICOCHA,JESUS,1,JESUS,URBANO,2425,458,4,PUEBLO,-76.63314,-10.07964
75,100404,1004040035,HUACAYBAMBA,PINRA,35,PACRAO,RURAL,303,92,4,PUEBLO,-77.04661,-8.94022
76,100404,1004040036,HUACAYBAMBA,PINRA,36,NUEVA DIVISORIA,RURAL,136,35,5,CASERIO,-77.04095,-8.95846
77,100404,1004040037,HUACAYBAMBA,PINRA,37,CAJAN,RURAL,647,122,4,PUEBLO,-77.02908,-8.96839
78,100404,1004040022,HUACAYBAMBA,PINRA,22,SANTA ROSA,RURAL,364,65,4,PUEBLO,-77.04236,-8.92614
79,100404,1004040023,HUACAYBAMBA,PINRA,23,MANZANA,RURAL,141,27,5,CASERIO,-77.00786,-8.92216
80,100404,1004040032,HUACAYBAMBA,PINRA,32,ALTO ISARA (ISARA),RURAL,596,126,5,CASERIO,-77.0186,-8.94012
81,100404,1004040016,HUACAYBAMBA,PINRA,16,CHONCOBAMBA,RURAL,199,41,5,CASERIO,-77.08364,-8.92346
82,100404,1004040018,HUACAYBAMBA,PINRA,18,HUARASILLO,RURAL,569,108,4,PUEBLO,-77.08991,-8.93478
83,100404,1004040021,HUACAYBAMBA,PINRA,21,LA MERCED,RURAL,413,82,4,PUEBLO,-77.07271,-8.93728
84,100404,1004040013,HUACAYBAMBA,PINRA,13,SANTISIMO,RURAL,119,25,5,CASERIO,-77.075,-8.9135
85,100404,1004040014,HUACAYBAMBA,PINRA,14,HUALHUAS,RURAL,216,40,5,CASERIO,-77.08355,-8.91318
86,100404,1004040015,HUACAYBAMBA,PINRA,15,LA LIBERTAD,RURAL,205,45,4,PUEBLO,-77.08772,-8.91639
87,100404,1004040010,HUACAYBAMBA,PINRA,10,PUEBLO VIEJO,RURAL,321,49,5,CASERIO,-77.00328,-8.91469
88,100404,1004040011,HUACAYBAMBA,PINRA,11,VISTA ALEGRE (GOCHACHUCAN),RURAL,326,50,5,CASERIO,-77.01749,-8.91522
89,100404,1004040012,HUACAYBAMBA,PINRA,12,SAN MARTIN,RURAL,182,31,5,CASERIO,-77.04564,-8.91664
90,100402,1004020015,HUACAYBAMBA,CANCHABAMBA,15,SAN ANTONIO,RURAL,140,25,4,PUEBLO,-77.11185,-8.89399
91,100402,1004020017,HUACAYBAMBA,CANCHABAMBA,17,TUNAN MARCA,RURAL,392,87,4,PUEBLO,-77.09347,-8.90962
92,100402,1004020007,HUACAYBAMBA,CANCHABAMBA,7,SAN FERNANDO DE TURUNA,RURAL,89,19,5,CASERIO,-77.10515,-8.85879
93,100402,1004020008,HUACAYBAMBA,CANCHABAMBA,8,SAN JUAN DE HUARIPAMPA,RURAL,133,63,5,CASERIO,-77.11804,-8.87937
94,100402,1004020014,HUACAYBAMBA,CANCHABAMBA,14,DINAMARCA,RURAL,251,65,5,CASERIO,-77.11726,-8.8903
95,100402,1004020005,HUACAYBAMBA,CANCHABAMBA,5,PAUCA,RURAL,274,71,4,PUEBLO,-77.14401,-8.84821
96,100703,1007030046,MARAÑON,SAN BUENAVENTURA,46,VILLA MAR (TIMPOC),RURAL,420,60,4,PUEBLO,-77.16787,-8.81041
97,100703,1007030050,MARAÑON,SAN BUENAVENTURA,50,BELLAVISTA,RURAL,190,30,5,CASERIO,-77.15987,-8.81547
98,100703,1007030038,MARAÑON,SAN BUENAVENTURA,38,ORUM,RURAL,88,14,5,CASERIO,-77.18434,-8.79387
99,100703,1007030043,MARAÑON,SAN BUENAVENTURA,43,SANTA CRUZ DE COLCA,RURAL,325,45,5,CASERIO,-77.16952,-8.80114
100,100703,1007030022,MARAÑON,SAN BUENAVENTURA,22,BUENOS AIRES,RURAL,93,15,8,UNID.AGROPECUARIA,-77.1809,-8.76697
101,100703,1007030023,MARAÑON,SAN BUENAVENTURA,23,LLOCLLA,RURAL,120,20,6,ANEXO,-77.17571,-8.77152
102,100703,1007030009,MARAÑON,SAN BUENAVENTURA,9,FRAYLE RUMI,RURAL,415,62,4,PUEBLO,-77.13633,-8.73679
103,100703,1007030017,MARAÑON,SAN BUENAVENTURA,17,SOLEDAD,RURAL,310,42,6,ANEXO,-77.11788,-8.74121
104,100702,1007020002,MARAÑON,CHOLON,2,CHONAS,RURAL,300,63,6,ANEXO,-77.03742,-8.67808
105,100703,1007030004,MARAÑON,SAN BUENAVENTURA,4,SANTA ROSA DE POTRERO,RURAL,128,22,6,ANEXO,-77.14298,-8.73298
106,100701,1007010065,MARAÑON,HUACRACHUCO,65,PUCA PUQUIO,RURAL,50,12,14,BARRIO O CUARTEL,-77.25772,-8.63132
107,100701,1007010066,MARAÑON,HUACRACHUCO,66,POTRERO,RURAL,80,20,6,ANEXO,-77.24849,-8.61421
108,100701,1007010062,MARAÑON,HUACRACHUCO,62,QUENUA,RURAL,310,58,6,ANEXO,-77.24099,-8.59756
109,100701,1007010064,MARAÑON,HUACRACHUCO,64,ESTANCILLA,RURAL,200,44,6,ANEXO,-77.25649,-8.625
110,100701,1007010055,MARAÑON,HUACRACHUCO,55,SHIQUISH,RURAL,105,25,6,ANEXO,-77.24349,-8.66975
111,100701,1007010058,MARAÑON,HUACRACHUCO,58,CHINCHIL,RURAL,625,125,4,PUEBLO,-77.23904,-8.6504
112,100701,1007010061,MARAÑON,HUACRACHUCO,61,TAULLI,RURAL,50,11,5,CASERIO,-77.22689,-8.60605
113,100701,1007010052,MARAÑON,HUACRACHUCO,52,PAMPAYACU,RURAL,184,43,6,ANEXO,-77.1791,-8.712
114,100701,1007010053,MARAÑON,HUACRACHUCO,53,HUACHUMAY,RURAL,480,100,4,PUEBLO,-77.21344,-8.69338
115,100701,1007010054,MARAÑON,HUACRACHUCO,54,SANTO DOMINGO DE PUQUI (PUQUI),RURAL,250,50,6,ANEXO,-77.21489,-8.67965
116,100701,1007010049,MARAÑON,HUACRACHUCO,49,ANTAQUERO,RURAL,120,30,6,ANEXO,-77.07375,-8.70714
117,100701,1007010050,MARAÑON,HUACRACHUCO,50,SINAI,RURAL,220,48,6,ANEXO,-77.14053,-8.72465
118,100701,1007010051,MARAÑON,HUACRACHUCO,51,CONDORGAGA,RURAL,212,41,6,ANEXO,-77.15021,-8.70221
119,100701,1007010039,MARAÑON,HUACRACHUCO,39,CASACANCHA,RURAL,170,53,14,BARRIO O CUARTEL,-77.13499,-8.63239
120,100701,1007010040,MARAÑON,HUACRACHUCO,40,CHOCOBAMBA,RURAL,555,115,4,PUEBLO,-77.11327,-8.64254
121,100701,1007010043,MARAÑON,HUACRACHUCO,43,LA LIBERTAD,RURAL,250,50,6,ANEXO,-77.0786,-8.64666
122,100701,1007010036,MARAÑON,HUACRACHUCO,36,PUEBLO VIEJO,RURAL,75,15,14,BARRIO O CUARTEL,-77.08914,-8.62307
123,100701,1007010037,MARAÑON,HUACRACHUCO,37,LA FLORIDA,RURAL,170,32,6,ANEXO,-77.07603,-8.63821
124,100701,1007010038,MARAÑON,HUACRACHUCO,38,GOCHAS,RURAL,300,60,6,ANEXO,-77.11154,-8.626
125,100701,1007010031,MARAÑON,HUACRACHUCO,31,HURIPAMPA,RURAL,200,35,6,ANEXO,-77.09581,-8.61463
126,100701,1007010032,MARAÑON,HUACRACHUCO,32,SANTA MARIA DE PANACOCHA,RURAL,250,55,6,ANEXO,-77.13546,-8.6149
127,100701,1007010033,MARAÑON,HUACRACHUCO,33,SAN CRISTOBAL,RURAL,600,120,5,CASERIO,-77.15311,-8.61369
128,100701,1007010025,MARAÑON,HUACRACHUCO,25,GOCHICHILCA,RURAL,300,59,6,ANEXO,-77.15968,-8.5931
129,100701,1007010028,MARAÑON,HUACRACHUCO,28,YAMOS,RURAL,500,110,6,ANEXO,-77.13714,-8.59991
130,100701,1007010022,MARAÑON,HUACRACHUCO,22,MARCOPATA,RURAL,300,62,6,ANEXO,-77.15385,-8.57198
131,100701,1007010023,MARAÑON,HUACRACHUCO,23,ASAY,RURAL,250,50,6,ANEXO,-77.1728,-8.58103
132,100701,1007010024,MARAÑON,HUACRACHUCO,24,CAJAPATAY (CASAPATAYO),RURAL,210,48,6,ANEXO,-77.16826,-8.58592
133,100701,1007010018,MARAÑON,HUACRACHUCO,18,EL PROGRESO,RURAL,200,50,6,ANEXO,-77.21056,-8.57004
134,100701,1007010020,MARAÑON,HUACRACHUCO,20,NUEVA ESPERANZA,RURAL,150,30,6,ANEXO,-77.17737,-8.56497
135,100701,1007010016,MARAÑON,HUACRACHUCO,16,CRUZPAMPA,RURAL,100,25,6,ANEXO,-77.26182,-8.57844
136,100701,1007010017,MARAÑON,HUACRACHUCO,17,HUAYCHAO,RURAL,800,185,4,PUEBLO,-77.23643,-8.56592
137,100701,1007010011,MARAÑON,HUACRACHUCO,11,HUAMBO,RURAL,350,75,6,ANEXO,-77.19835,-8.55783
138,100701,1007010014,MARAÑON,HUACRACHUCO,14,HUAGANA,RURAL,80,20,6,ANEXO,-77.27757,-8.56218
139,100701,1007010005,MARAÑON,HUACRACHUCO,5,ISHPINCO,RURAL,60,23,6,ANEXO,-77.17261,-8.51935
140,100701,1007010008,MARAÑON,HUACRACHUCO,8,HUACHAY,RURAL,160,43,6,ANEXO,-77.11781,-8.53414
141,100701,1007010010,MARAÑON,HUACRACHUCO,10,QUILLABAMBA,RURAL,750,130,6,ANEXO,-77.16861,-8.54884
142,100701,1007010003,MARAÑON,HUACRACHUCO,3,PISO,RURAL,650,130,6,ANEXO,-77.25702,-8.50518
143,100701,1007010021,MARAÑON,HUACRACHUCO,21,SAN FERNANDO,RURAL,400,80,6,ANEXO,-77.1276,-8.57928
144,100402,1004020001,HUACAYBAMBA,CANCHABAMBA,1,CANCHABAMBA,URBANO,916,167,4,PUEBLO,-77.12626,-8.88641
145,100701,1007010001,MARAÑON,HUACRACHUCO,1,HUACRACHUCO,URBANO,2312,489,7,VILLA,-77.14935,-8.60789
146,100404,1004040001,HUACAYBAMBA,PINRA,1,PINRA,URBANO,593,117,4,PUEBLO,-77.01781,-8.92525
147,100401,1004010025,HUACAYBAMBA,HUACAYBAMBA,25,QUICHIRAGRA,RURAL,200,65,4,PUEBLO,-77.00256,-9.00311
148,100403,1004030020,HUACAYBAMBA,COCHABAMBA,20,MANSHITO CHICO,RURAL,78,18,6,ANEXO,-76.51164,-9.07445
149,100403,1004030026,HUACAYBAMBA,COCHABAMBA,26,SAN ANTONIO,RURAL,280,75,4,PUEBLO,-76.53745,-9.13791
150,100403,1004030005,HUACAYBAMBA,COCHABAMBA,5,PIRUSHTO,RURAL,420,92,4,PUEBLO,-76.87652,-9.06419
151,100403,1004030004,HUACAYBAMBA,COCHABAMBA,4,ACOBAMBA,RURAL,81,15,6,ANEXO,-76.90268,-9.06143
152,100401,1004010067,HUACAYBAMBA,HUACAYBAMBA,67,SANTA ROSA DE CHINGAS,RURAL,225,45,5,CASERIO,-76.9277,-9.05183
153,100401,1004010062,HUACAYBAMBA,HUACAYBAMBA,62,ARCORAGRA,RURAL,55,11,8,UNID.AGROPECUARIA,-76.91482,-9.04468
154,100401,1004010044,HUACAYBAMBA,HUACAYBAMBA,44,HUAUYASH (GUAUYAS),RURAL,260,45,5,CASERIO,-76.9435,-9.02216
155,100401,1004010046,HUACAYBAMBA,HUACAYBAMBA,46,PARCOBAMBA,RURAL,250,66,5,CASERIO,-76.95879,-9.03412
156,100401,1004010002,HUACAYBAMBA,HUACAYBAMBA,2,RONDOBAMBA,URBANO,607,119,4,PUEBLO,-76.97892,-9.02262
157,100403,1004030001,HUACAYBAMBA,COCHABAMBA,1,COCHABAMBA,URBANO,580,112,4,PUEBLO,-76.83831,-9.09477
158,100401,1004010036,HUACAYBAMBA,HUACAYBAMBA,36,PUCHUNYA,RURAL,86,20,8,UNID.AGROPECUARIA,-76.97476,-9.02697
159,100511,1005110056,HUAMALIES,TANTAMAYO,56,PAMPA FLORIDA (FLORIDA),RURAL,452,90,4,PUEBLO,-76.70257,-9.39886
160,100511,1005110053,HUAMALIES,TANTAMAYO,53,ANCUSH,RURAL,52,8,6,ANEXO,-76.68189,-9.39152
161,100511,1005110046,HUAMALIES,TANTAMAYO,46,YANUNA,RURAL,105,20,6,ANEXO,-76.73218,-9.38775
162,100511,1005110037,HUAMALIES,TANTAMAYO,37,BUENOS AIRES,RURAL,75,20,5,CASERIO,-76.71141,-9.37248
163,100511,1005110034,HUAMALIES,TANTAMAYO,34,PARIARCA,RURAL,415,90,4,PUEBLO,-76.72115,-9.37456
164,100511,1005110032,HUAMALIES,TANTAMAYO,32,PARIASH,RURAL,152,30,5,CASERIO,-76.71823,-9.36435
165,100511,1005110019,HUAMALIES,TANTAMAYO,19,CARPA,RURAL,115,20,5,CASERIO,-76.66114,-9.32728
166,100511,1005110022,HUAMALIES,TANTAMAYO,22,QUEPACARA,RURAL,161,20,5,CASERIO,-76.73115,-9.34394
167,100510,1005100028,HUAMALIES,SINGA,28,POKI,RURAL,51,17,6,ANEXO,-76.81167,-9.42267
168,100510,1005100031,HUAMALIES,SINGA,31,VISCAS,RURAL,596,136,4,PUEBLO,-76.81136,-9.43144
169,100510,1005100027,HUAMALIES,SINGA,27,GASA OGHO,RURAL,66,12,6,ANEXO,-76.80063,-9.42001
170,100510,1005100021,HUAMALIES,SINGA,21,SANTA CATALINA,RURAL,80,25,5,CASERIO,-76.79464,-9.40381
171,100510,1005100017,HUAMALIES,SINGA,17,COSHPAY,RURAL,110,28,5,CASERIO,-76.80267,-9.39959
172,100510,1005100005,HUAMALIES,SINGA,5,BELLAS FLORES,RURAL,650,90,4,PUEBLO,-76.8088,-9.36787
173,100510,1005100006,HUAMALIES,SINGA,6,SANTA ROSA DE PAMPAN,RURAL,1076,220,4,PUEBLO,-76.78937,-9.36752
174,100510,1005100003,HUAMALIES,SINGA,3,COCHAS,RURAL,110,25,5,CASERIO,-76.84155,-9.37012
175,100510,1005100004,HUAMALIES,SINGA,4,SAN JUAN DE PAUCAR,RURAL,515,160,5,CASERIO,-76.82518,-9.36709
176,100508,1005080005,HUAMALIES,PUNCHAO,5,JOCOTO,RURAL,72,14,5,CASERIO,-76.8376,-9.42967
177,100505,1005050065,HUAMALIES,JIRCAN,65,TANCUY,RURAL,85,17,6,ANEXO,-76.58753,-9.19096
178,100505,1005050067,HUAMALIES,JIRCAN,67,CHAPACARA,RURAL,192,34,5,CASERIO,-76.56063,-9.24363
179,100505,1005050056,HUAMALIES,JIRCAN,56,CASHACANCHA,RURAL,54,9,6,ANEXO,-76.69311,-9.27966
180,100505,1005050051,HUAMALIES,JIRCAN,51,URPISH,RURAL,175,50,5,CASERIO,-76.72828,-9.27701
181,100505,1005050053,HUAMALIES,JIRCAN,53,PIRISH,RURAL,62,16,6,ANEXO,-76.71564,-9.28078
182,100505,1005050015,HUAMALIES,JIRCAN,15,HUANCASH,RURAL,225,45,5,CASERIO,-76.7206,-9.20721
183,100505,1005050005,HUAMALIES,JIRCAN,5,CHEQUIAS,RURAL,90,16,6,ANEXO,-76.72464,-9.18574
184,100503,1005030040,HUAMALIES,CHAVIN DE PARIARCA,40,HUAMAN RIPA,RURAL,167,28,5,CASERIO,-76.75563,-9.41605
185,100503,1005030021,HUAMALIES,CHAVIN DE PARIARCA,21,PAQUISH,RURAL,102,18,8,UNID.AGROPECUARIA,-76.76307,-9.39414
186,100401,1004010001,HUACAYBAMBA,HUACAYBAMBA,1,HUACAYBAMBA,URBANO,1433,284,7,VILLA,-76.95707,-9.03828
187,100511,1005110001,HUAMALIES,TANTAMAYO,1,TANTAMAYO,URBANO,608,114,4,PUEBLO,-76.72393,-9.3935
188,100505,1005050001,HUAMALIES,JIRCAN,1,JIRCAN,URBANO,335,72,4,PUEBLO,-76.72048,-9.24684
189,100510,1005100001,HUAMALIES,SINGA,1,SINGA,URBANO,2011,392,4,PUEBLO,-76.81413,-9.38826
190,100503,1005030022,HUAMALIES,CHAVIN DE PARIARCA,22,AGOHUAY,RURAL,162,26,8,UNID.AGROPECUARIA,-76.77195,-9.39303
191,100503,1005030019,HUAMALIES,CHAVIN DE PARIARCA,19,RUNA JIRCA,RURAL,95,16,8,UNID.AGROPECUARIA,-76.7707,-9.38893
192,100503,1005030020,HUAMALIES,CHAVIN DE PARIARCA,20,MICARIN,RURAL,141,25,5,CASERIO,-76.76757,-9.39251
193,100502,1005020020,HUAMALIES,ARANCAY,20,QUEROBAMBA,RURAL,205,35,5,CASERIO,-76.74158,-9.17725
194,100503,1005030003,HUAMALIES,CHAVIN DE PARIARCA,3,SAN JUAN DE PAMPAS,URBANO,327,71,4,PUEBLO,-76.759,-9.38598
195,100502,1005020017,HUAMALIES,ARANCAY,17,MUCOS,RURAL,139,27,8,UNID.AGROPECUARIA,-76.7563,-9.16564
196,100502,1005020019,HUAMALIES,ARANCAY,19,MAGAM PATAY,RURAL,151,35,5,CASERIO,-76.75153,-9.18026
197,100502,1005020009,HUAMALIES,ARANCAY,9,HUAMPOY,RURAL,254,51,4,PUEBLO,-76.76851,-9.14686
198,100502,1005020013,HUAMALIES,ARANCAY,13,CHINCHO,RURAL,88,17,5,CASERIO,-76.73852,-9.13689
199,100502,1005020003,HUAMALIES,ARANCAY,3,SAN MIGUEL DE COYAS,RURAL,180,37,5,CASERIO,-76.7932,-9.11604
200,100323,1003230042,DOS DE MAYO,YANAS,42,COCHAYAN,RURAL,148,35,5,CASERIO,-76.73439,-9.74407
201,100323,1003230036,DOS DE MAYO,YANAS,36,TANIN,RURAL,255,75,5,CASERIO,-76.74313,-9.73784
202,100323,1003230025,DOS DE MAYO,YANAS,25,YANACOCHA,RURAL,54,17,6,ANEXO,-76.74403,-9.72083
203,100323,1003230026,DOS DE MAYO,YANAS,26,ACLACANCHA,RURAL,159,29,6,ANEXO,-76.74149,-9.72365
