fid,pe_ubigeo,IDCCPP02,NOMBPV02,NOMBDI02,CODCCPP02,NOMCCPP02,CLASIF02,TOT_POB99,TOT_VIV99,CATCCPP02,NOMCAT02,X_COORD,Y_COORD
576,100110,1001100026,HUANUCO,YARUMAYO,26,PUQUIO,RURAL,80,18,4,PUEBLO,-76.47282,-9.99171
577,100110,1001100021,HUANUCO,YARUMAYO,21,PAMPAMARCA,RURAL,172,90,4,PUEBLO,-76.48046,-9.98508
578,100110,1001100024,HUANUCO,YARUMAYO,24,CHILLIAM,RURAL,237,87,4,PUEBLO,-76.48355,-9.98999
579,100110,1001100009,HUANUCO,YARUMAYO,9,ANDAS,RURAL,235,87,4,PUEBLO,-76.42035,-9.94478
580,100110,1001100014,HUANUCO,YARUMAYO,14,CHINCHAN,RURAL,90,25,4,PUEBLO,-76.43986,-9.96062
581,100110,1001100002,HUANUCO,YARUMAYO,2,VISTA ALEGRE,RURAL,65,24,5,CASERIO,-76.43999,-9.92606
582,100110,1001100006,HUANUCO,YARUMAYO,6,OSGORO,RURAL,90,30,4,PUEBLO,-76.40946,-9.93846
583,100109,1001090080,HUANUCO,SANTA MARIA DEL VALLE,80,CULLCUY,RURAL,200,60,5,CASERIO,-76.19782,-9.88576
584,100109,1001090074,HUANUCO,SANTA MARIA DEL VALLE,74,HUAYCHAO,RURAL,84,27,6,ANEXO,-76.1439,-9.85284
585,100109,1001090075,HUANUCO,SANTA MARIA DEL VALLE,75,CASHA,RURAL,450,88,5,CASERIO,-76.14455,-9.85548
586,100109,1001090076,HUANUCO,SANTA MARIA DEL VALLE,76,PACAYPUCO,RURAL,50,10,6,ANEXO,-76.14053,-9.86147
587,100109,1001090071,HUANUCO,SANTA MARIA DEL VALLE,71,TARUCA,RURAL,140,30,6,ANEXO,-76.14942,-9.85086
588,100109,1001090072,HUANUCO,SANTA MARIA DEL VALLE,72,TAULLIGAN,RURAL,520,110,5,CASERIO,-76.14521,-9.8437
589,100109,1001090073,HUANUCO,SANTA MARIA DEL VALLE,73,HUAYRAJIRCA,RURAL,400,81,5,CASERIO,-76.13954,-9.84916
590,100109,1001090067,HUANUCO,SANTA MARIA DEL VALLE,67,CONCHUMAYO,RURAL,300,60,5,CASERIO,-76.18802,-9.8582
591,100109,1001090069,HUANUCO,SANTA MARIA DEL VALLE,69,HUAYLLAPAMPA,RURAL,180,41,6,ANEXO,-76.15787,-9.85799
592,100109,1001090065,HUANUCO,SANTA MARIA DEL VALLE,65,HUANQUILLA,RURAL,232,40,6,ANEXO,-76.20593,-9.85677
593,100109,1001090066,HUANUCO,SANTA MARIA DEL VALLE,66,PACHABAMBA,RURAL,638,110,4,PUEBLO,-76.19913,-9.85179
594,100109,1001090057,HUANUCO,SANTA MARIA DEL VALLE,57,ALTONQUERA,RURAL,178,35,6,ANEXO,-76.27792,-9.86596
595,100109,1001090061,HUANUCO,SANTA MARIA DEL VALLE,61,INGENIO BAJO,RURAL,400,82,4,PUEBLO,-76.23144,-9.85222
596,100109,1001090063,HUANUCO,SANTA MARIA DEL VALLE,63,HUANIHUARI,RURAL,89,21,5,CASERIO,-76.21982,-9.8615
597,100109,1001090054,HUANUCO,SANTA MARIA DEL VALLE,54,CRUZ PATA,RURAL,52,14,6,ANEXO,-76.32975,-9.85949
598,100109,1001090055,HUANUCO,SANTA MARIA DEL VALLE,55,CHINCHAN,RURAL,67,16,6,ANEXO,-76.33609,-9.86679
599,100109,1001090056,HUANUCO,SANTA MARIA DEL VALLE,56,MARAYPAMPA,RURAL,314,50,5,CASERIO,-76.29378,-9.87061
600,100109,1001090051,HUANUCO,SANTA MARIA DEL VALLE,51,PIQUITAMBO,RURAL,83,19,6,ANEXO,-76.33546,-9.85087
601,100109,1001090052,HUANUCO,SANTA MARIA DEL VALLE,52,HUANCAN,RURAL,147,26,6,ANEXO,-76.34697,-9.85915
602,100109,1001090053,HUANUCO,SANTA MARIA DEL VALLE,53,YANAYACU,RURAL,380,62,4,PUEBLO,-76.34616,-9.86329
603,100109,1001090050,HUANUCO,SANTA MARIA DEL VALLE,50,MITOQUERA,RURAL,950,165,5,CASERIO,-76.31619,-9.83193
604,100109,1001090039,HUANUCO,SANTA MARIA DEL VALLE,39,MACHAHUANCA,RURAL,80,20,6,ANEXO,-76.22832,-9.83904
605,100109,1001090040,HUANUCO,SANTA MARIA DEL VALLE,40,KERO CORRAL,RURAL,75,15,6,ANEXO,-76.23457,-9.8356
606,100109,1001090041,HUANUCO,SANTA MARIA DEL VALLE,41,MERCENARIO,RURAL,75,15,6,ANEXO,-76.24491,-9.8428
607,100109,1001090034,HUANUCO,SANTA MARIA DEL VALLE,34,MAMATO,RURAL,67,15,8,UNID.AGROPECUARIA,-76.19829,-9.83132
608,100109,1001090038,HUANUCO,SANTA MARIA DEL VALLE,38,SEXCEGORA,RURAL,50,14,6,ANEXO,-76.22797,-9.8431
609,100109,1001090026,HUANUCO,SANTA MARIA DEL VALLE,26,LLIHUARACHI,RURAL,560,120,5,CASERIO,-76.26788,-9.80582
610,100109,1001090027,HUANUCO,SANTA MARIA DEL VALLE,27,QUIMIN,RURAL,320,80,6,ANEXO,-76.2392,-9.80809
611,100109,1001090028,HUANUCO,SANTA MARIA DEL VALLE,28,PICHUY,RURAL,750,160,5,CASERIO,-76.24121,-9.81315
612,100109,1001090020,HUANUCO,SANTA MARIA DEL VALLE,20,CHOQUECANCHA,RURAL,356,65,4,PUEBLO,-76.29157,-9.79433
613,100109,1001090022,HUANUCO,SANTA MARIA DEL VALLE,22,TAMBO DE SAN JOSE,RURAL,480,115,4,PUEBLO,-76.27613,-9.80243
614,100109,1001090009,HUANUCO,SANTA MARIA DEL VALLE,9,SAN MIGUEL DE LLACSA (HUAJAG),RURAL,400,90,4,PUEBLO,-76.40898,-9.74107
615,100109,1001090015,HUANUCO,SANTA MARIA DEL VALLE,15,SANTA ISABEL,RURAL,230,44,4,PUEBLO,-76.33775,-9.74345
616,100109,1001090005,HUANUCO,SANTA MARIA DEL VALLE,5,PURO PURO,RURAL,51,11,6,ANEXO,-76.32332,-9.72479
617,100109,1001090007,HUANUCO,SANTA MARIA DEL VALLE,7,MARAY HUAGRA,RURAL,76,15,6,ANEXO,-76.39294,-9.72416
618,100109,1001090002,HUANUCO,SANTA MARIA DEL VALLE,2,YANAPACCHA,RURAL,194,39,6,ANEXO,-76.43431,-9.70496
619,100109,1001090003,HUANUCO,SANTA MARIA DEL VALLE,3,QUERAPAMPA,RURAL,77,13,6,ANEXO,-76.38686,-9.71012
620,100108,1001080023,HUANUCO,SAN PEDRO DE CHAULAN,23,ATCUR,RURAL,120,20,5,CASERIO,-76.46623,-10.01712
621,100108,1001080011,HUANUCO,SAN PEDRO DE CHAULAN,11,CHACLLA,RURAL,70,10,8,UNID.AGROPECUARIA,-76.39073,-9.99742
622,100108,1001080015,HUANUCO,SAN PEDRO DE CHAULAN,15,QUEROSH,RURAL,300,70,5,CASERIO,-76.43712,-9.99875
623,100108,1001080003,HUANUCO,SAN PEDRO DE CHAULAN,3,COLPANGA,RURAL,120,20,5,CASERIO,-76.41488,-9.96947
624,100108,1001080005,HUANUCO,SAN PEDRO DE CHAULAN,5,COZO TINGO,RURAL,90,15,5,CASERIO,-76.38735,-9.95546
625,100107,1001070027,HUANUCO,SAN FRANCISCO DE CAYRAN,27,GEGANA,RURAL,118,32,6,ANEXO,-76.28718,-9.98742
626,100107,1001070030,HUANUCO,SAN FRANCISCO DE CAYRAN,30,RELAVE,RURAL,68,17,6,ANEXO,-76.2951,-10.00664
627,100108,1001080002,HUANUCO,SAN PEDRO DE CHAULAN,2,ACOBAMBA,RURAL,90,20,5,CASERIO,-76.43216,-9.98989
628,100107,1001070018,HUANUCO,SAN FRANCISCO DE CAYRAN,18,PULLAMPAMPA,RURAL,120,30,5,CASERIO,-76.29104,-9.98321
629,100107,1001070022,HUANUCO,SAN FRANCISCO DE CAYRAN,22,ACOBAMBILLA,RURAL,76,19,6,ANEXO,-76.27707,-9.9761
630,100109,1001090001,HUANUCO,SANTA MARIA DEL VALLE,1,SANTA MARIA DEL VALLE,URBANO,1475,305,4,PUEBLO,-76.17294,-9.86386
631,100107,1001070008,HUANUCO,SAN FRANCISCO DE CAYRAN,8,ASENCION DE PARARA,RURAL,425,120,4,PUEBLO,-76.32476,-9.98202
632,100106,1001060051,HUANUCO,QUISQUI,51,HIGUERAS,RURAL,50,18,8,UNID.AGROPECUARIA,-76.34506,-9.92537
633,100106,1001060040,HUANUCO,QUISQUI,40,LUCMAPATA,RURAL,85,18,8,UNID.AGROPECUARIA,-76.37142,-9.91502
634,100106,1001060044,HUANUCO,QUISQUI,44,PAMPAS,RURAL,455,180,4,PUEBLO,-76.47414,-9.89944
635,100106,1001060034,HUANUCO,QUISQUI,34,HUALLHUA,RURAL,150,40,5,CASERIO,-76.45256,-9.89624
636,100106,1001060035,HUANUCO,QUISQUI,35,HUARGUISH,RURAL,300,50,15,OTROS,-76.41867,-9.9033
637,100106,1001060031,HUANUCO,QUISQUI,31,CHUCHOS,RURAL,80,15,8,UNID.AGROPECUARIA,-76.43638,-9.8931
638,100106,1001060019,HUANUCO,QUISQUI,19,MITOCUCHO,RURAL,200,70,5,CASERIO,-76.43109,-9.88973
639,100106,1001060020,HUANUCO,QUISQUI,20,MITOTAMBO,RURAL,300,60,5,CASERIO,-76.42202,-9.88723
640,100106,1001060012,HUANUCO,QUISQUI,12,PIRURO,RURAL,60,15,8,UNID.AGROPECUARIA,-76.40788,-9.86826
641,100106,1001060014,HUANUCO,QUISQUI,14,SAN PEDRO DE CANI,RURAL,500,90,15,OTROS,-76.38932,-9.88184
642,100106,1001060018,HUANUCO,QUISQUI,18,SHOGOSH,RURAL,80,14,8,UNID.AGROPECUARIA,-76.44147,-9.88439
643,100106,1001060008,HUANUCO,QUISQUI,8,SAN ANTONIO DE CHONTA,RURAL,200,38,5,CASERIO,-76.41417,-9.86073
644,100106,1001060010,HUANUCO,QUISQUI,10,RAYANCANCHA,RURAL,337,86,5,CASERIO,-76.44903,-9.86784
645,100106,1001060011,HUANUCO,QUISQUI,11,HUANCAMARCA,RURAL,50,25,5,CASERIO,-76.41411,-9.87171
646,100106,1001060007,HUANUCO,QUISQUI,7,CASACANCHA,RURAL,50,10,8,UNID.AGROPECUARIA,-76.41181,-9.85846
647,100105,1001050042,HUANUCO,MARGOS,42,CHACRAS,RURAL,397,80,5,CASERIO,-76.48472,-10.01676
648,100105,1001050006,HUANUCO,MARGOS,6,LLACLLE,RURAL,94,20,5,CASERIO,-76.49184,-9.92817
649,100104,1001040084,HUANUCO,CHURUBAMBA,84,SAGRA HUASI,RURAL,55,8,6,ANEXO,-76.08172,-9.83359
650,100104,1001040087,HUANUCO,CHURUBAMBA,87,MATARA,RURAL,200,55,5,CASERIO,-76.09514,-9.85285
651,100104,1001040088,HUANUCO,CHURUBAMBA,88,TUMAC,RURAL,70,16,5,CASERIO,-76.1063,-9.85333
652,100104,1001040081,HUANUCO,CHURUBAMBA,81,LA LINDA,RURAL,60,14,6,ANEXO,-76.09851,-9.84092
653,100104,1001040082,HUANUCO,CHURUBAMBA,82,RANCHO CHICO,RURAL,90,18,6,ANEXO,-76.0977,-9.83382
654,100104,1001040083,HUANUCO,CHURUBAMBA,83,RANCHO GRANDE,RURAL,110,25,6,ANEXO,-76.08932,-9.83574
655,100104,1001040077,HUANUCO,CHURUBAMBA,77,MACUAY,RURAL,198,43,5,CASERIO,-76.1324,-9.83578
656,100104,1001040078,HUANUCO,CHURUBAMBA,78,CHULLQUI,RURAL,695,125,4,PUEBLO,-76.13085,-9.84293
657,100104,1001040079,HUANUCO,CHURUBAMBA,79,CANCALLA,RURAL,300,85,5,CASERIO,-76.10993,-9.84157
658,100104,1001040076,HUANUCO,CHURUBAMBA,76,PACAPUCRO,RURAL,300,70,5,CASERIO,-76.13918,-9.84072
659,100104,1001040069,HUANUCO,CHURUBAMBA,69,CHINCHOBAMBA,RURAL,208,52,5,CASERIO,-76.17042,-9.82611
660,100104,1001040072,HUANUCO,CHURUBAMBA,72,CASCAY,RURAL,450,60,4,PUEBLO,-76.15039,-9.83832
661,100104,1001040063,HUANUCO,CHURUBAMBA,63,LUCMAYOC,RURAL,350,78,6,ANEXO,-76.13087,-9.80879
662,100104,1001040065,HUANUCO,CHURUBAMBA,65,AGUACALLA,RURAL,70,14,6,ANEXO,-76.15167,-9.8172
663,100104,1001040060,HUANUCO,CHURUBAMBA,60,CHINOBAMBA,RURAL,450,80,5,CASERIO,-76.16932,-9.80894
664,100104,1001040062,HUANUCO,CHURUBAMBA,62,UMPAYOC,RURAL,720,106,5,CASERIO,-76.1421,-9.80675
665,100104,1001040055,HUANUCO,CHURUBAMBA,55,VINCHOS,RURAL,850,180,4,PUEBLO,-76.14345,-9.79889
666,100104,1001040058,HUANUCO,CHURUBAMBA,58,YANAMACHAY,RURAL,80,16,5,CASERIO,-76.19923,-9.80646
667,100104,1001040051,HUANUCO,CHURUBAMBA,51,COCHABAMBA,RURAL,900,195,4,PUEBLO,-76.1602,-9.78662
668,100104,1001040053,HUANUCO,CHURUBAMBA,53,QUENRA,RURAL,800,160,4,PUEBLO,-76.22207,-9.79752
669,100104,1001040044,HUANUCO,CHURUBAMBA,44,MARAG,RURAL,280,55,5,CASERIO,-76.24044,-9.77956
670,100104,1001040046,HUANUCO,CHURUBAMBA,46,CANCAN,RURAL,130,22,5,CASERIO,-76.19949,-9.78492
671,100104,1001040048,HUANUCO,CHURUBAMBA,48,HOGOTUNA,RURAL,70,12,6,ANEXO,-76.15932,-9.77972
672,100104,1001040041,HUANUCO,CHURUBAMBA,41,CABRAMAYO,RURAL,447,82,5,CASERIO,-76.20204,-9.77728
673,100104,1001040042,HUANUCO,CHURUBAMBA,42,TAMBOGAN,RURAL,926,343,4,PUEBLO,-76.23726,-9.77233
674,100104,1001040043,HUANUCO,CHURUBAMBA,43,OSGORO,RURAL,220,40,6,ANEXO,-76.24584,-9.77586
675,100104,1001040037,HUANUCO,CHURUBAMBA,37,UTAO,RURAL,2005,264,4,PUEBLO,-76.21659,-9.76679
676,100104,1001040038,HUANUCO,CHURUBAMBA,38,HUARAPA,RURAL,800,140,4,PUEBLO,-76.20401,-9.76947
677,100104,1001040033,HUANUCO,CHURUBAMBA,33,HUALLANCA,RURAL,512,132,5,CASERIO,-76.26548,-9.72884
678,100104,1001040021,HUANUCO,CHURUBAMBA,21,SAN CARLOS,RURAL,120,20,6,ANEXO,-76.23006,-9.68248
679,100104,1001040022,HUANUCO,CHURUBAMBA,22,SANTA ROSA DE QUIVES,RURAL,140,30,5,CASERIO,-76.2127,-9.68881
680,100104,1001040024,HUANUCO,CHURUBAMBA,24,HUAYLLACAN,RURAL,400,76,5,CASERIO,-76.28839,-9.69356
681,100104,1001040013,HUANUCO,CHURUBAMBA,13,COMUN CORRAL,RURAL,200,45,6,ANEXO,-76.26887,-9.65491
682,100104,1001040004,HUANUCO,CHURUBAMBA,4,HUARICANCHA,RURAL,300,60,5,CASERIO,-76.27207,-9.62355
683,100104,1001040005,HUANUCO,CHURUBAMBA,5,DERREPENTE,RURAL,200,38,5,CASERIO,-76.25549,-9.64934
684,100104,1001040006,HUANUCO,CHURUBAMBA,6,PAPAHUASI,RURAL,280,70,5,CASERIO,-76.32886,-9.64692
685,100104,1001040002,HUANUCO,CHURUBAMBA,2,JARAHUASI,RURAL,120,20,6,ANEXO,-76.32919,-9.58161
686,100104,1001040003,HUANUCO,CHURUBAMBA,3,UTUTO,RURAL,70,12,6,ANEXO,-76.28411,-9.55136
687,100103,1001030139,HUANUCO,CHINCHAO,139,TUNRA,RURAL,230,69,5,CASERIO,-76.1065,-9.82836
688,100103,1001030122,HUANUCO,CHINCHAO,122,HUAYRANAN,RURAL,50,15,6,ANEXO,-75.95022,-9.78843
689,100103,1001030125,HUANUCO,CHINCHAO,125,CHUNACAN,RURAL,130,50,6,ANEXO,-76.08444,-9.79619
690,100103,1001030117,HUANUCO,CHINCHAO,117,CHINCHINGA,RURAL,480,105,5,CASERIO,-75.98728,-9.78428
691,100103,1001030118,HUANUCO,CHINCHAO,118,HUANUCALLA,RURAL,180,34,15,OTROS,-75.96657,-9.7804
692,100103,1001030108,HUANUCO,CHINCHAO,108,NUEVA INDEPENDENCIA,RURAL,398,79,5,CASERIO,-76.03212,-9.76854
693,100103,1001030116,HUANUCO,CHINCHAO,116,SHIRACALLA,RURAL,171,38,5,CASERIO,-76.03424,-9.78314
694,100103,1001030103,HUANUCO,CHINCHAO,103,CHINCHUPAMPA,RURAL,106,22,6,ANEXO,-75.87846,-9.75682
695,100103,1001030104,HUANUCO,CHINCHAO,104,MICHO,RURAL,228,50,5,CASERIO,-76.06493,-9.75788
696,100103,1001030105,HUANUCO,CHINCHAO,105,SOGOBAMBA,RURAL,602,135,5,CASERIO,-76.1151,-9.7629
697,100103,1001030093,HUANUCO,CHINCHAO,93,RURIN PILLAO,RURAL,50,20,6,ANEXO,-75.84592,-9.74324
698,100104,1001040025,HUANUCO,CHURUBAMBA,25,CHOGOBAMBA,RURAL,450,110,6,ANEXO,-76.30234,-9.71171
699,100106,1001060001,HUANUCO,QUISQUI,1,HUANCAPALLAC,URBANO,394,90,4,PUEBLO,-76.3606,-9.92097
700,100104,1001040001,HUANUCO,CHURUBAMBA,1,CHURUBAMBA,URBANO,710,138,4,PUEBLO,-76.13624,-9.82635
701,100103,1001030094,HUANUCO,CHINCHAO,94,SANTA ISABEL,RURAL,300,60,5,CASERIO,-75.87095,-9.74633
702,100103,1001030101,HUANUCO,CHINCHAO,101,CAPILLAYOG,RURAL,200,38,8,UNID.AGROPECUARIA,-76.06281,-9.7525
703,100103,1001030089,HUANUCO,CHINCHAO,89,SAGRAG,RURAL,70,30,8,UNID.AGROPECUARIA,-75.94411,-9.74002
704,100103,1001030092,HUANUCO,CHINCHAO,92,PUCA PUNTA,RURAL,50,20,6,ANEXO,-75.84113,-9.73841
705,100103,1001030085,HUANUCO,CHINCHAO,85,BANDERA BLANCA,RURAL,240,50,8,UNID.AGROPECUARIA,-76.1,-9.73625
706,100103,1001030086,HUANUCO,CHINCHAO,86,DOS AGUAS,RURAL,360,60,8,UNID.AGROPECUARIA,-76.09956,-9.73337
707,100103,1001030088,HUANUCO,CHINCHAO,88,GAHUINCHO,RURAL,150,20,8,UNID.AGROPECUARIA,-76.06347,-9.74258
708,100103,1001030081,HUANUCO,CHINCHAO,81,PUMAPAN,RURAL,90,30,8,UNID.AGROPECUARIA,-75.8935,-9.718
709,100103,1001030083,HUANUCO,CHINCHAO,83,TRANCA,RURAL,373,91,8,UNID.AGROPECUARIA,-75.91271,-9.72782
710,100103,1001030084,HUANUCO,CHINCHAO,84,SAN PEDRO DE CARPISH,RURAL,202,41,5,CASERIO,-76.09273,-9.72253
711,100103,1001030078,HUANUCO,CHINCHAO,78,MIRADOR,RURAL,300,50,6,ANEXO,-76.09031,-9.71198
712,100103,1001030079,HUANUCO,CHINCHAO,79,CUSHIPAMPA,RURAL,200,40,8,UNID.AGROPECUARIA,-75.91347,-9.71015
713,100103,1001030080,HUANUCO,CHINCHAO,80,SAN JOSE DE MIRAFLORES,RURAL,400,80,5,CASERIO,-75.85632,-9.70417
714,100103,1001030075,HUANUCO,CHINCHAO,75,HUANACAURE,RURAL,247,42,5,CASERIO,-75.85065,-9.69505
715,100103,1001030071,HUANUCO,CHINCHAO,71,SAN PEDRO DE CHAUPALLGA,RURAL,347,76,5,CASERIO,-75.96091,-9.68402
716,100103,1001030064,HUANUCO,CHINCHAO,64,HUANCHAG,RURAL,50,25,5,CASERIO,-75.93736,-9.65439
717,100103,1001030059,HUANUCO,CHINCHAO,59,HUANIPAMPA,RURAL,80,23,5,CASERIO,-75.87432,-9.64136
718,100103,1001030061,HUANUCO,CHINCHAO,61,CHALLANA,RURAL,420,60,5,CASERIO,-76.038,-9.63954
719,100103,1001030054,HUANUCO,CHINCHAO,54,SANTA CATALINA,RURAL,52,12,5,CASERIO,-76.05229,-9.63128
720,100103,1001030043,HUANUCO,CHINCHAO,43,TOLDOBAMBA,RURAL,132,27,5,CASERIO,-75.93202,-9.6058
721,100103,1001030039,HUANUCO,CHINCHAO,39,VILLA GLORIA,RURAL,156,36,5,CASERIO,-76.03459,-9.60277
722,100103,1001030040,HUANUCO,CHINCHAO,40,MALLQUI,RURAL,180,40,5,CASERIO,-76.02972,-9.61143
723,100103,1001030034,HUANUCO,CHINCHAO,34,MESAPATA,RURAL,313,54,5,CASERIO,-76.00763,-9.59121
724,100103,1001030030,HUANUCO,CHINCHAO,30,TUPAC AMARU,RURAL,200,60,5,CASERIO,-76.0369,-9.56675
725,100103,1001030024,HUANUCO,CHINCHAO,24,PUENTE DURAND,RURAL,380,70,5,CASERIO,-76.00855,-9.55338
726,100103,1001030026,HUANUCO,CHINCHAO,26,MACHAY,RURAL,80,18,8,UNID.AGROPECUARIA,-76.01521,-9.56182
727,100103,1001030017,HUANUCO,CHINCHAO,17,SAN JUAN DE COCHERAS,RURAL,240,40,5,CASERIO,-75.95338,-9.53763
728,100103,1001030019,HUANUCO,CHINCHAO,19,VILLA PARAISO,RURAL,197,44,5,CASERIO,-76.03204,-9.54864
729,100103,1001030020,HUANUCO,CHINCHAO,20,HUAYRURO,RURAL,70,13,8,UNID.AGROPECUARIA,-75.97752,-9.54472
730,100103,1001030012,HUANUCO,CHINCHAO,12,HUACHIPA,RURAL,262,60,5,CASERIO,-75.96075,-9.53024
731,100103,1001030014,HUANUCO,CHINCHAO,14,SAN CRISTOBAL,RURAL,200,45,5,CASERIO,-75.8873,-9.53401
732,100103,1001030016,HUANUCO,CHINCHAO,16,VISTA ALEGRE DE HUACHIPA,RURAL,407,94,5,CASERIO,-75.94468,-9.53659
733,100103,1001030008,HUANUCO,CHINCHAO,8,CAYUMBA CHICO,RURAL,86,17,5,CASERIO,-76.0302,-9.52769
734,100103,1001030011,HUANUCO,CHINCHAO,11,BUENOS AIRES,RURAL,350,80,5,CASERIO,-75.9942,-9.53042
735,100102,1001020033,HUANUCO,AMARILIS,33,YACA,RURAL,450,97,5,CASERIO,-76.19898,-9.99912
736,100102,1001020036,HUANUCO,AMARILIS,36,MATIBAMBA,RURAL,146,26,5,CASERIO,-76.23051,-10.00942
737,100102,1001020037,HUANUCO,AMARILIS,37,HUAMANGAGA ALTA (HUAMANCCACCA),RURAL,206,41,5,CASERIO,-76.22941,-10.0154
738,100102,1001020024,HUANUCO,AMARILIS,24,SARIAPAMPA,RURAL,250,70,5,CASERIO,-76.16102,-9.94823
739,100102,1001020030,HUANUCO,AMARILIS,30,CHICCHUY,RURAL,1276,236,4,PUEBLO,-76.20399,-9.98077
740,100102,1001020019,HUANUCO,AMARILIS,19,HUARIPAMPA,RURAL,232,43,8,UNID.AGROPECUARIA,-76.16063,-9.94568
741,100102,1001020020,HUANUCO,AMARILIS,20,SAN JOSE DE PAUCAR (PAUCAR),RURAL,700,130,4,PUEBLO,-76.17554,-9.94517
742,100102,1001020022,HUANUCO,AMARILIS,22,LLICUA ALTA,RURAL,270,50,5,CASERIO,-76.20744,-9.93922
743,100102,1001020013,HUANUCO,AMARILIS,13,LLANQUIPAMPA,RURAL,864,180,4,PUEBLO,-76.15125,-9.92513
744,100102,1001020016,HUANUCO,AMARILIS,16,MALCONGA,RURAL,720,158,4,PUEBLO,-76.16859,-9.92686
745,100102,1001020018,HUANUCO,AMARILIS,18,CANCALLA,RURAL,250,120,5,CASERIO,-76.15414,-9.94198
746,100102,1001020008,HUANUCO,AMARILIS,8,CASHACORONA,RURAL,65,13,6,ANEXO,-76.17717,-9.90819
747,100102,1001020009,HUANUCO,AMARILIS,9,MATAMARCA (PRADO),RURAL,248,44,5,CASERIO,-76.20083,-9.91426
748,100102,1001020012,HUANUCO,AMARILIS,12,MONTEPAMPA (LATONCOCHE),RURAL,72,13,8,UNID.AGROPECUARIA,-76.15898,-9.91889
749,100102,1001020002,HUANUCO,AMARILIS,2,SAN ANDRES,RURAL,210,40,6,ANEXO,-76.21175,-9.89034
750,100102,1001020003,HUANUCO,AMARILIS,3,LA ESPERANZA,RURAL,1810,328,4,PUEBLO,-76.21785,-9.89494
751,100101,1001010036,HUANUCO,HUANUCO,36,MARABAMBA,RURAL,400,75,5,CASERIO,-76.26098,-9.94398
752,100101,1001010014,HUANUCO,HUANUCO,14,CHUNA PAMPA,RURAL,198,47,5,CASERIO,-76.22375,-9.88702
753,100101,1001010018,HUANUCO,HUANUCO,18,NAUYAN RONDOS,RURAL,256,51,4,PUEBLO,-76.27464,-9.89312
754,100101,1001010030,HUANUCO,HUANUCO,30,PUCUCHINCHE,RURAL,325,55,5,CASERIO,-76.29075,-9.92233
755,100101,1001010012,HUANUCO,HUANUCO,12,COLPA BAJA,RURAL,436,95,5,CASERIO,-76.21847,-9.87993
756,100101,1001010003,HUANUCO,HUANUCO,3,YURACYACU,RURAL,100,28,5,CASERIO,-76.32779,-9.89383
757,100311,1003110128,DOS DE MAYO,MARIAS,128,JANCAHUASI,RURAL,170,34,4,PUEBLO,-76.44754,-9.6345
758,100507,1005070030,HUAMALIES,MONZON,30,TINGO CHICO,RURAL,90,60,5,CASERIO,-76.32859,-9.21423
759,100507,1005070032,HUAMALIES,MONZON,32,CUYACO,RURAL,412,80,5,CASERIO,-76.31705,-9.23769
760,100507,1005070034,HUAMALIES,MONZON,34,NUEVA SELVA BAJA,RURAL,350,70,5,CASERIO,-76.29724,-9.23088
761,100507,1005070022,HUAMALIES,MONZON,22,CONSOLADO,RURAL,311,60,5,CASERIO,-76.36453,-9.27018
762,100507,1005070025,HUAMALIES,MONZON,25,YANACANDADO,RURAL,220,100,5,CASERIO,-76.3343,-9.28731
763,100507,1005070014,HUAMALIES,MONZON,14,SAN BENITO,RURAL,315,65,5,CASERIO,-76.42481,-9.28637
764,100507,1005070015,HUAMALIES,MONZON,15,PACCHAC,RURAL,182,100,5,CASERIO,-76.40969,-9.27719
765,100507,1005070016,HUAMALIES,MONZON,16,MANAHUIYAY (MANAHUITAY),RURAL,396,80,5,CASERIO,-76.43082,-9.25375
766,100507,1005070010,HUAMALIES,MONZON,10,SAN JUAN DE CAPI,RURAL,320,65,5,CASERIO,-76.43337,-9.27049
767,100507,1005070011,HUAMALIES,MONZON,11,CAUNARAPA,RURAL,846,180,4,PUEBLO,-76.44228,-9.29377
768,100606,1006060048,LEONCIO PRADO,MARIANO DAMASO BERAUN,48,CAYUMBA,URBANO,851,172,4,PUEBLO,-75.94794,-9.4831
769,100606,1006060045,LEONCIO PRADO,MARIANO DAMASO BERAUN,45,FLOR DE UMARI,RURAL,160,35,5,CASERIO,-76.0058,-9.47605
770,100606,1006060046,LEONCIO PRADO,MARIANO DAMASO BERAUN,46,SANTA ANA,RURAL,170,40,5,CASERIO,-75.96126,-9.4656
771,100606,1006060047,LEONCIO PRADO,MARIANO DAMASO BERAUN,47,MONTERREY,RURAL,160,35,5,CASERIO,-75.9409,-9.44857
772,100606,1006060043,LEONCIO PRADO,MARIANO DAMASO BERAUN,43,SAN MIGUEL,RURAL,115,28,5,CASERIO,-76.03199,-9.44437
773,100606,1006060044,LEONCIO PRADO,MARIANO DAMASO BERAUN,44,HONOLULU,RURAL,180,40,5,CASERIO,-75.97311,-9.42701
774,100606,1006060039,LEONCIO PRADO,MARIANO DAMASO BERAUN,39,CHONTA PLAYA,RURAL,160,39,5,CASERIO,-75.96523,-9.39875
775,100606,1006060038,LEONCIO PRADO,MARIANO DAMASO BERAUN,38,TAMBILLO CHICO,RURAL,155,35,5,CASERIO,-75.95946,-9.38903
776,100606,1006060031,LEONCIO PRADO,MARIANO DAMASO BERAUN,31,TAMBILLO GRANDE,URBANO,825,154,4,PUEBLO,-75.97424,-9.36835
